id_sol;period;courses;total_credits;period_fit;total_fit
1;1;inf221,inf270,inf3,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
1;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
1;3;inf285,inf246,inf280,inf225,icn270,inf5,;27;1.65306;5.42857
1;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
1;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
1;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
1;7;inf310,inf304,;25;0.510203;5.42857
2;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
2;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
2;3;inf5,inf246,inf280,inf225,inf285,icn270,;27;1.65306;5.42857
2;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
2;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
2;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
2;7;inf310,inf304,;25;0.510203;5.42857
3;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
3;2;inf303,inf245,inf236,icn270,inf5,inf312,;27;1.65306;5.42857
3;3;inf280,inf276,inf225,inf285,inf314,;25;0.510203;5.42857
3;4;inf246,inf292,inf266,inf322,inf313,;25;0.510203;5.42857
3;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
3;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
3;7;inf310,inf304,;25;0.510203;5.42857
4;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
4;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
4;3;inf246,inf280,inf225,inf285,icn270,inf5,;27;1.65306;5.42857
4;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
4;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
4;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
4;7;inf304,inf310,;25;0.510203;5.42857
5;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
5;2;inf303,inf245,inf276,inf236,inf312,;25;0.510203;5.42857
5;3;inf246,inf280,inf225,inf285,icn270,inf5,;27;1.65306;5.42857
5;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
5;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
5;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
5;7;inf310,inf304,;25;0.510203;5.42857
6;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
6;2;inf245,inf236,inf5,inf303,inf312,inf314,;27;1.65306;5.42857
6;3;inf280,inf276,inf225,inf285,icn270,;25;0.510203;5.42857
6;4;inf246,inf292,inf266,inf322,inf313,;25;0.510203;5.42857
6;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
6;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
6;7;inf304,inf310,;25;0.510203;5.42857
7;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
7;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
7;3;inf246,inf280,inf225,inf285,icn270,inf5,;27;1.65306;5.42857
7;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
7;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
7;6;inf7,inf343,fis140,inf228,inf309,;27;1.65306;5.42857
7;7;inf310,inf304,;25;0.510203;5.42857
8;1;inf221,inf270,inf3,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
8;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
8;3;inf285,inf246,inf280,inf225,icn270,inf5,;27;1.65306;5.42857
8;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
8;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
8;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
8;7;inf310,inf304,;25;0.510203;5.42857
9;1;inf6,inf270,inf3,inf221,inf4,inf302,inf311,;26;0.0816331;5.42857
9;2;inf245,inf236,icn270,inf5,inf303,inf312,;27;1.65306;5.42857
9;3;inf280,inf276,inf225,inf285,inf314,;25;0.510203;5.42857
9;4;inf246,inf292,inf266,inf322,inf313,;25;0.510203;5.42857
9;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
9;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
9;7;inf310,inf304,;25;0.510203;5.42857
10;1;inf6,inf270,inf3,inf221,inf4,inf302,inf311,;26;0.0816331;5.42857
10;2;inf245,inf236,icn270,inf5,inf303,inf312,;27;1.65306;5.42857
10;3;inf280,inf276,inf225,inf285,inf314,;25;0.510203;5.42857
10;4;inf246,inf292,inf266,inf322,inf313,;25;0.510203;5.42857
10;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
10;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
10;7;inf310,inf304,;25;0.510203;5.42857
11;1;inf221,inf270,inf3,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
11;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
11;3;inf285,inf246,inf280,inf225,icn270,inf5,;27;1.65306;5.42857
11;4;inf292,inf266,inf322,inf313,inf314,;25;0.510203;5.42857
11;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
11;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
11;7;inf310,inf304,;25;0.510203;5.42857
12;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
12;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
12;3;inf246,inf280,inf225,inf285,icn270,inf5,;27;1.65306;5.42857
12;4;inf313,inf292,inf266,inf322,inf314,;25;0.510203;5.42857
12;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
12;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
12;7;inf310,inf304,;25;0.510203;5.42857
13;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;5.42857
13;2;inf245,inf276,inf236,inf303,inf312,;25;0.510203;5.42857
13;3;inf5,inf280,inf225,inf285,icn270,inf266,;27;1.65306;5.42857
13;4;inf292,inf322,inf313,inf314,inf246,;25;0.510203;5.42857
13;5;inf256,inf293,inf295,inf360,inf301,;25;0.510203;5.42857
13;6;inf343,fis140,inf228,inf309,inf7,;27;1.65306;5.42857
13;7;inf310,inf304,;25;0.510203;5.42857
14;1;inf270,inf3,inf221,inf4,inf6,inf302,inf311,;26;0.0816331;35.4286
14;2;inf236,inf285,icn270,inf303,inf312,;25;0.510203;35.4286
14;3;inf225,inf276,inf245,inf280,inf5,inf314,;27;1.65306;35.4286
14;4;inf322,inf266,inf246,inf292,inf313,;25;0.510203;35.4286
14;5;inf360,inf256,inf293,inf295,inf301,;25;0.510203;35.4286
14;6;inf228,inf309,fis140,inf7,;22;13.7959;35.4286
14;7;inf310,inf304,inf343,;30;18.3674;35.4286
