id_sol;period;courses;total_credits;period_fit;total_fit
1;1;iwn261,dew100,fis100,mat192,iei162,iwn270,;17;0.140625;1.875
1;2;dew101,fis101,hcw310,iwi131,iei271,hxwxx2,hfw120,;16;0.390625;1.875
1;3;iei261,dewxx0,hcw311,iei134,iei141,iei272,iei273,;17;0.140625;1.875
1;4;mat190,iei132,iei133,iei231,iei232,;17;0.140625;1.875
1;5;iei161,mat193,mat191,iei238,iei142,;17;0.140625;1.875
1;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;1.875
1;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;1.875
1;8;iei262,iei281,hxwxx1,iwn170,iwi365,iei218,;16;0.390625;1.875
2;1;dew100,fis100,mat192,iei162,iwn261,iwn270,;17;0.140625;1.875
2;2;dew101,fis101,hcw310,iwi131,iei271,hxwxx2,hfw120,;16;0.390625;1.875
2;3;dewxx0,hcw311,iei134,iei141,iei272,iei273,iei261,;17;0.140625;1.875
2;4;mat190,iei132,iei133,iei231,iei142,;17;0.140625;1.875
2;5;mat193,mat191,iei238,iei161,iei232,;17;0.140625;1.875
2;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;1.875
2;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;1.875
2;8;iwn170,iei281,hxwxx1,iei262,iwi365,iei218,;16;0.390625;1.875
3;1;iwn261,dew100,fis100,mat192,iei162,iwn270,;17;0.140625;1.875
3;2;dew101,fis101,hcw310,iwi131,iei271,hxwxx2,hfw120,;16;0.390625;1.875
3;3;iei261,dewxx0,hcw311,iei134,iei141,iei272,iei273,;17;0.140625;1.875
3;4;mat190,iei132,iei133,iei231,iei232,;17;0.140625;1.875
3;5;iei161,mat193,mat191,iei238,iei142,;17;0.140625;1.875
3;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;1.875
3;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;1.875
3;8;iei262,iei281,hxwxx1,iwn170,iwi365,iei218,;16;0.390625;1.875
4;1;dew100,fis100,mat192,iei162,iwn261,iwn270,;17;0.140625;3.875
4;2;hfw120,dew101,fis101,hcw310,iwi131,iei271,hxwxx2,;16;0.390625;3.875
4;3;hcw311,iei134,iei141,iei272,iei273,iei261,;16;0.390625;3.875
4;4;dewxx0,mat190,iei132,iei133,iei231,iei232,;18;1.89062;3.875
4;5;mat193,mat191,iei238,iei142,iei161,;17;0.140625;3.875
4;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;3.875
4;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;3.875
4;8;iei281,hxwxx1,iwn170,iei262,iwi365,iei218,;16;0.390625;3.875
5;1;dew100,fis100,mat192,iei162,iwn261,iwn270,;17;0.140625;3.875
5;2;hfw120,dew101,fis101,hcw310,iwi131,iei271,hxwxx2,;16;0.390625;3.875
5;3;hcw311,iei134,iei141,iei272,iei273,iei261,;16;0.390625;3.875
5;4;dewxx0,mat190,iei132,iei133,iei231,iei232,;18;1.89062;3.875
5;5;mat193,mat191,iei238,iei142,iei161,;17;0.140625;3.875
5;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;3.875
5;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;3.875
5;8;iei281,hxwxx1,iwn170,iei262,iwi365,iei218,;16;0.390625;3.875
6;1;iwn261,dew100,fis100,mat192,iei162,iwn270,;17;0.140625;3.875
6;2;dew101,fis101,hcw310,iwi131,iei271,hxwxx2,hfw120,;16;0.390625;3.875
6;3;iei261,hcw311,iei134,iei141,iei272,iei273,;16;0.390625;3.875
6;4;dewxx0,mat190,iei132,iei133,iei231,iei232,;18;1.89062;3.875
6;5;iei161,mat193,mat191,iei238,iei142,;17;0.140625;3.875
6;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;3.875
6;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;3.875
6;8;iei262,iei281,hxwxx1,iwn170,iwi365,iei218,;16;0.390625;3.875
7;1;dew100,fis100,mat192,iei162,iwn261,iwn270,;17;0.140625;3.875
7;2;dew101,fis101,hcw310,iwi131,iei271,hxwxx2,hfw120,;16;0.390625;3.875
7;3;hcw311,iei134,iei141,iei272,iei273,iei261,;16;0.390625;3.875
7;4;dewxx0,mat190,iei132,iei133,iei231,iei232,;18;1.89062;3.875
7;5;mat193,mat191,iei238,iei142,iei161,;17;0.140625;3.875
7;6;mat194,iwg101,iei233,iei241,iei219,;17;0.140625;3.875
7;7;mat195,fis102,iei248,iei274,hrw130,;16;0.390625;3.875
7;8;iwi365,iei281,hxwxx1,iwn170,iei262,iei218,;16;0.390625;3.875
8;1;dew100,fis100,mat192,hcw310,iei162,iwn261,;15;2.64062;11.875
8;2;dew101,fis101,iwi131,iei271,hxwxx2,hfw120,iwn270,;18;1.89062;11.875
