id_sol;period;courses;total_credits;period_fit;total_fit
1;1;iwi131,iwg101,mat021,fis100,inf312,;28;0.0330578;3.63636
1;2;inf134,hrw132,dew100,hrw133,inf5,inf6,inf302,inf303,;28;0.0330578;3.63636
1;3;inf253,inf239,inf245,dew101,inf304,inf313,;28;0.0330578;3.63636
1;4;inf236,inf260,inf152,mat022,inf311,;27;1.39669;3.63636
1;5;inf225,inf270,mat023,fis110,inf246,;29;0.669422;3.63636
1;6;inf276,inf221,mat024,iwn170,inf280,inf7,;29;0.669422;3.63636
1;7;inf322,inf266,icn270,inf292,fis120,;28;0.0330578;3.63636
1;8;inf360,inf285,fis130,inf256,inf3,;29;0.669422;3.63636
1;9;inf2,inf228,inf309,fis140,inf343,;28;0.0330578;3.63636
1;10;inf310,inf295,inf1,;28;0.0330578;3.63636
1;11;inf293,inf155,qui010,inf4,inf301,inf314,;28;0.0330578;3.63636
2;1;iwi131,iwg101,mat021,fis100,inf312,;28;0.0330578;3.63636
2;2;inf134,hrw132,dew100,hrw133,inf5,inf6,inf302,inf303,;28;0.0330578;3.63636
2;3;inf253,inf239,inf245,dew101,inf304,inf313,;28;0.0330578;3.63636
2;4;inf236,inf260,inf152,mat022,inf311,;27;1.39669;3.63636
2;5;inf225,inf270,mat023,fis110,inf246,;29;0.669422;3.63636
2;6;inf276,inf221,mat024,iwn170,inf280,inf7,;29;0.669422;3.63636
2;7;inf322,inf266,icn270,inf292,fis120,;28;0.0330578;3.63636
2;8;inf360,inf285,fis130,inf256,inf3,;29;0.669422;3.63636
2;9;inf2,inf228,inf309,fis140,inf343,;28;0.0330578;3.63636
2;10;inf310,inf295,inf1,;28;0.0330578;3.63636
2;11;inf293,inf155,qui010,inf4,inf301,inf314,;28;0.0330578;3.63636
3;1;fis100,mat021,iwi131,iwg101,inf312,;28;0.0330578;3.63636
3;2;inf134,hrw132,dew100,hrw133,inf5,inf6,inf302,inf303,;28;0.0330578;3.63636
3;3;inf253,inf239,inf245,dew101,inf304,inf313,;28;0.0330578;3.63636
3;4;mat022,inf152,inf236,inf260,inf311,;27;1.39669;3.63636
3;5;fis110,mat023,inf225,inf270,inf246,;29;0.669422;3.63636
3;6;mat024,inf221,inf276,inf280,iwn170,inf7,;29;0.669422;3.63636
3;7;inf322,inf266,inf292,icn270,fis120,;28;0.0330578;3.63636
3;8;inf285,inf360,inf256,fis130,inf3,;29;0.669422;3.63636
3;9;inf228,inf309,inf343,fis140,inf2,;28;0.0330578;3.63636
3;10;inf310,inf295,inf1,;28;0.0330578;3.63636
3;11;inf155,inf293,qui010,inf4,inf301,inf314,;28;0.0330578;3.63636
4;1;fis100,mat021,iwi131,iwg101,inf312,;28;0.0330578;3.63636
4;2;inf134,hrw132,dew100,hrw133,inf5,inf6,inf302,inf303,;28;0.0330578;3.63636
4;3;inf253,inf239,inf245,dew101,inf304,inf313,;28;0.0330578;3.63636
4;4;mat022,inf152,inf236,inf260,inf311,;27;1.39669;3.63636
4;5;fis110,mat023,inf225,inf270,inf246,;29;0.669422;3.63636
4;6;mat024,inf221,inf276,inf280,iwn170,inf7,;29;0.669422;3.63636
