id_sol;period;courses;total_credits;period_fit;total_fit
1;1;iwg101,fis100,hrw132,hrw133,inf2,inf302,inf312,;28;0.0330578;3.63636
1;2;mat021,iwi131,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
1;3;inf152,inf134,fis110,inf303,inf311,;28;0.0330578;3.63636
1;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
1;5;mat022,inf221,inf236,inf270,inf246,;29;0.669422;3.63636
1;6;mat023,inf225,inf276,inf256,fis120,;29;0.669422;3.63636
1;7;mat024,inf322,inf266,inf292,inf280,inf7,;29;0.669422;3.63636
1;8;inf285,inf360,inf295,fis130,;28;0.0330578;3.63636
1;9;inf228,inf309,inf343,iwn170,qui010,;28;0.0330578;3.63636
1;10;inf310,icn270,dew101,;27;1.39669;3.63636
1;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
2;1;inf312,iwg101,fis100,hrw132,hrw133,inf2,inf302,;28;0.0330578;3.63636
2;2;iwi131,mat021,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
2;3;inf134,inf152,fis110,inf303,inf311,;28;0.0330578;3.63636
2;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
2;5;inf236,inf270,inf221,mat022,inf246,;29;0.669422;3.63636
2;6;inf225,inf276,mat023,fis120,inf256,;29;0.669422;3.63636
2;7;inf322,inf266,mat024,inf280,inf292,inf7,;29;0.669422;3.63636
2;8;inf360,inf285,inf295,fis130,;28;0.0330578;3.63636
2;9;inf228,inf309,iwn170,inf343,qui010,;28;0.0330578;3.63636
2;10;inf310,icn270,dew101,;27;1.39669;3.63636
2;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
3;1;hrw133,iwg101,fis100,hrw132,inf2,inf302,inf312,;28;0.0330578;3.63636
3;2;iwi131,mat021,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
3;3;inf134,inf152,fis110,inf303,inf311,;28;0.0330578;3.63636
3;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
3;5;inf236,inf270,inf221,mat022,inf246,;29;0.669422;3.63636
3;6;inf225,inf276,mat023,fis120,inf256,;29;0.669422;3.63636
3;7;inf322,inf266,mat024,inf280,inf292,inf7,;29;0.669422;3.63636
3;8;inf360,inf285,inf295,fis130,;28;0.0330578;3.63636
3;9;inf228,inf309,iwn170,inf343,qui010,;28;0.0330578;3.63636
3;10;inf310,icn270,dew101,;27;1.39669;3.63636
3;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
4;1;iwg101,fis100,hrw132,hrw133,inf2,inf302,inf312,;28;0.0330578;3.63636
4;2;mat021,iwi131,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
4;3;inf152,inf134,fis110,inf303,inf311,;28;0.0330578;3.63636
4;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
4;5;mat022,inf221,inf236,inf270,inf246,;29;0.669422;3.63636
4;6;mat023,inf225,inf276,inf256,fis120,;29;0.669422;3.63636
4;7;mat024,inf322,inf266,inf292,inf280,inf7,;29;0.669422;3.63636
4;8;inf285,inf360,inf295,fis130,;28;0.0330578;3.63636
4;9;inf228,inf309,inf343,iwn170,qui010,;28;0.0330578;3.63636
4;10;inf310,icn270,dew101,;27;1.39669;3.63636
4;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
5;1;hrw133,iwg101,fis100,hrw132,inf2,inf302,inf312,;28;0.0330578;3.63636
5;2;iwi131,mat021,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
5;3;inf134,inf152,fis110,inf303,inf311,;28;0.0330578;3.63636
5;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
5;5;inf236,inf270,inf221,mat022,inf246,;29;0.669422;3.63636
5;6;inf225,inf276,mat023,fis120,inf256,;29;0.669422;3.63636
5;7;inf322,inf266,mat024,inf280,inf292,inf7,;29;0.669422;3.63636
5;8;inf360,inf285,inf295,fis130,;28;0.0330578;3.63636
5;9;inf228,inf309,iwn170,inf343,qui010,;28;0.0330578;3.63636
5;10;inf310,icn270,dew101,;27;1.39669;3.63636
5;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
6;1;hrw133,iwg101,fis100,hrw132,inf2,inf302,inf312,;28;0.0330578;3.63636
6;2;iwi131,mat021,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
6;3;inf134,inf152,fis110,inf303,inf311,;28;0.0330578;3.63636
6;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
6;5;inf236,inf270,inf221,mat022,inf246,;29;0.669422;3.63636
6;6;inf225,inf276,mat023,fis120,inf256,;29;0.669422;3.63636
6;7;inf322,inf266,mat024,inf280,inf292,inf7,;29;0.669422;3.63636
6;8;inf360,inf285,inf295,fis130,;28;0.0330578;3.63636
6;9;inf228,inf309,iwn170,inf343,qui010,;28;0.0330578;3.63636
6;10;inf310,icn270,dew101,;27;1.39669;3.63636
6;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
7;1;iwg101,fis100,hrw132,hrw133,inf2,inf302,inf312,;28;0.0330578;3.63636
7;2;inf3,iwi131,mat021,dew100,inf1,inf5,inf6,inf313,;28;0.0330578;3.63636
7;3;inf134,inf152,fis110,inf303,inf311,;28;0.0330578;3.63636
7;4;inf253,inf239,inf260,inf155,inf245,inf4,;28;0.0330578;3.63636
7;5;inf236,inf270,inf221,mat022,inf246,;29;0.669422;3.63636
7;6;inf225,inf276,mat023,fis120,inf256,;29;0.669422;3.63636
7;7;inf322,inf266,mat024,inf280,inf292,inf7,;29;0.669422;3.63636
7;8;inf360,inf285,inf295,fis130,;28;0.0330578;3.63636
7;9;inf228,inf309,iwn170,inf343,qui010,;28;0.0330578;3.63636
7;10;inf310,icn270,dew101,;27;1.39669;3.63636
7;11;inf293,fis140,inf301,inf304,inf314,;28;0.0330578;3.63636
8;1;iwg101,fis100,hrw132,hrw133,inf2,inf302,inf312,;28;0.0330578;3.63636
8;2;mat021,iwi131,dew100,inf1,inf3,inf5,inf6,inf313,;28;0.0330578;3.63636
8;3;inf152,inf134,fis110,inf303,inf311,;28;0.0330578;3.63636
