id_sol;period;courses;total_credits;period_fit;total_fit
1;1;mat021,iwi131,ili260,iwn261,;14;0.36;8.4
1;2;fis100,mat022,ili134,ili151,;15;2.56;8.4
1;3;fis110,ili153,ili135,ili263,;15;2.56;8.4
1;4;dew100,fis120,ili239,ili245,;13;0.16;8.4
1;5;dew101,fis130,mat023,ili236,;13;0.16;8.4
1;6;mat024,ili332,ili243,;12;1.96;8.4
1;7;ili280,ici344,hrwxx3,ili362,;13;0.16;8.4
1;8;dewxx0,fis140,ili253,hcw310,icdxx1,;13;0.16;8.4
1;9;iwn270,ili355,iwg101,hcw311,icdxx2,;13;0.16;8.4
1;10;hrwxx1,qui010,hrwxx2,ili270,iwn170,;13;0.16;8.4
2;1;mat021,iwi131,ili260,iwn261,;14;0.36;8.4
2;2;fis100,mat022,ili134,ili151,;15;2.56;8.4
2;3;fis110,ili153,ili135,ili263,;15;2.56;8.4
2;4;dew100,fis120,ili239,ili245,;13;0.16;8.4
2;5;dew101,fis130,mat023,ili236,;13;0.16;8.4
2;6;mat024,ili332,ili243,;12;1.96;8.4
2;7;ili280,ici344,hrwxx3,ili362,;13;0.16;8.4
2;8;hcw310,dewxx0,fis140,ili253,icdxx1,;13;0.16;8.4
2;9;hcw311,ili355,iwg101,iwn270,icdxx2,;13;0.16;8.4
2;10;hrwxx1,qui010,hrwxx2,ili270,iwn170,;13;0.16;8.4
3;1;iwi131,mat021,ili260,iwn261,;14;0.36;8.4
3;2;ili134,ili151,mat022,fis100,;15;2.56;8.4
3;3;ili135,ili153,fis110,ili263,;15;2.56;8.4
3;4;ili239,ili245,fis120,dew100,;13;0.16;8.4
3;5;ili236,mat023,fis130,dew101,;13;0.16;8.4
3;6;ili332,ili243,mat024,;12;1.96;8.4
3;7;ici344,ili280,hrwxx3,ili362,;13;0.16;8.4
3;8;ili253,fis140,dewxx0,hcw310,icdxx1,;13;0.16;8.4
3;9;ili355,iwg101,hcw311,iwn270,icdxx2,;13;0.16;8.4
3;10;hrwxx1,qui010,hrwxx2,ili270,iwn170,;13;0.16;8.4
4;1;mat021,iwi131,ili260,iwn261,;14;0.36;8.4
4;2;fis100,mat022,ili134,ili151,;15;2.56;8.4
