id_sol;period;courses;total_credits;period_fit;total_fit
1;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
1;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
1;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
1;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
1;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
1;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
1;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
1;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
1;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
1;10;inf304,inf310,inf312,;30;0;40
2;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
2;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
2;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
2;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
2;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
2;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
2;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
2;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
2;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
2;10;inf310,inf312,inf304,;30;0;40
3;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
3;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
3;3;iwg101,inf134,mat021,dew100,hrw133,inf301,;26;16;40
3;4;inf260,inf239,inf152,mat022,inf253,inf245,;32;4;40
3;5;inf270,inf236,mat023,inf221,inf155,inf246,;32;4;40
3;6;inf276,inf225,iwn170,inf292,fis110,inf256,;33;9;40
3;7;inf266,inf322,mat024,icn270,inf280,inf343,;31;1;40
3;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
3;9;inf285,inf295,fis140,inf228,inf309,;30;0;40
3;10;inf310,inf312,inf304,;30;0;40
4;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
4;2;inf303,iwi131,inf4,inf6,inf302,inf313,inf314,;29;1;40
4;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
4;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
4;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
4;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
4;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
4;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
4;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
4;10;inf310,inf312,inf304,;30;0;40
5;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
5;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
5;3;mat021,inf134,iwg101,dew100,hrw133,inf301,;26;16;40
5;4;mat022,inf152,inf253,inf239,inf260,inf245,;32;4;40
5;5;mat023,inf221,inf236,inf270,inf155,inf246,;32;4;40
5;6;inf225,inf276,inf256,inf292,iwn170,fis110,;33;9;40
5;7;mat024,inf322,inf266,inf343,inf280,icn270,;31;1;40
5;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
5;9;inf285,inf228,inf309,inf295,fis140,;30;0;40
5;10;inf310,inf312,inf304,;30;0;40
6;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
6;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
6;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
6;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
6;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
6;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
6;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
6;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
6;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
6;10;inf310,inf312,inf304,;30;0;40
7;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
7;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
7;3;dew100,inf134,iwg101,mat021,hrw133,inf301,;26;16;40
7;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
7;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
7;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
7;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
7;8;dew101,inf360,inf293,fis130,fis120,;28;4;40
7;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
7;10;inf310,inf312,inf304,;30;0;40
8;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
8;2;inf4,iwi131,inf6,inf302,inf303,inf313,inf314,;29;1;40
8;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
8;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
8;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
8;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
8;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
8;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
8;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
8;10;inf310,inf312,inf304,;30;0;40
9;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
9;2;inf313,iwi131,inf4,inf6,inf302,inf303,inf314,;29;1;40
9;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
9;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
9;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
9;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
9;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
9;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
9;9;inf228,inf309,inf295,fis140,inf312,;30;0;40
9;10;inf310,inf285,inf304,;30;0;40
10;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
10;2;inf4,iwi131,inf6,inf302,inf303,inf313,inf314,;29;1;40
10;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
10;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
10;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
10;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
10;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
10;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
10;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
10;10;inf310,inf312,inf304,;30;0;40
11;1;fis100,hrw132,qui010,inf1,inf2,inf3,inf5,inf311,inf7,;29;1;40
11;2;iwi131,inf4,inf6,inf302,inf303,inf313,inf314,;29;1;40
11;3;inf134,iwg101,mat021,dew100,hrw133,inf301,;26;16;40
11;4;inf253,inf239,inf260,inf152,mat022,inf245,;32;4;40
11;5;inf236,inf270,inf221,mat023,inf155,inf246,;32;4;40
11;6;inf225,inf276,iwn170,inf292,fis110,inf256,;33;9;40
11;7;inf322,inf266,mat024,icn270,inf280,inf343,;31;1;40
11;8;inf360,inf293,fis130,fis120,dew101,;28;4;40
11;9;inf228,inf309,inf285,inf295,fis140,;30;0;40
