id_sol;period;courses;total_credits;period_fit;total_fit
1;1;inf307,fis120,inf253,inf239,hrw1,inf7,hrw2,;31;0.25;2
1;2;inf1,inf245,inf6,inf236,inf270,inf314,inf2,inf313,;31;0.25;2
1;3;inf4,fis130,mat023,inf225,inf3,inf5,inf305,;31;0.25;2
1;4;inf292,mat024,inf322,inf276,iwn170,inf280,;31;0.25;2
1;5;inf246,inf152,inf266,inf293,inf295,inf312,;30;0.25;2
1;6;inf221,inf155,inf360,icn270,inf311,inf308,;30;0.25;2
1;7;inf256,fis140,inf285,inf309,inf228,;30;0.25;2
1;8;inf343,inf310,inf306,;30;0.25;2
2;1;fis120,inf253,inf239,inf307,hrw2,inf152,;31;0.25;2
2;2;inf245,inf1,inf6,inf236,inf270,inf314,inf2,inf313,;31;0.25;2
2;3;inf4,fis130,mat023,inf225,inf3,inf5,inf305,;31;0.25;2
2;4;inf292,mat024,inf322,inf276,iwn170,inf280,;31;0.25;2
2;5;inf246,inf266,inf293,inf295,hrw1,inf7,inf312,;30;0.25;2
2;6;inf221,inf155,inf360,icn270,inf311,inf308,;30;0.25;2
2;7;inf256,fis140,inf285,inf309,inf228,;30;0.25;2
2;8;inf343,inf310,inf306,;30;0.25;2
3;1;fis120,inf253,inf239,hrw1,inf7,inf307,hrw2,;31;0.25;2
3;2;inf1,inf245,inf6,inf236,inf270,inf314,inf2,inf313,;31;0.25;2
3;3;inf3,inf4,fis130,mat023,inf225,inf5,inf305,;31;0.25;2
3;4;inf292,mat024,inf322,inf276,iwn170,inf280,;31;0.25;2
3;5;inf246,inf152,inf266,inf293,inf295,inf312,;30;0.25;2
3;6;inf221,inf155,inf360,icn270,inf311,inf308,;30;0.25;2
3;7;inf256,fis140,inf285,inf309,inf228,;30;0.25;2
3;8;inf343,inf310,inf306,;30;0.25;2
4;1;fis120,inf253,inf239,hrw1,inf7,inf307,hrw2,;31;0.25;2
4;2;inf1,inf245,inf6,inf236,inf270,inf314,inf2,inf313,;31;0.25;2
4;3;inf3,inf4,fis130,mat023,inf225,inf5,inf305,;31;0.25;2
4;4;inf292,mat024,inf322,inf276,iwn170,inf280,;31;0.25;2
4;5;inf246,inf152,inf266,inf293,inf295,inf312,;30;0.25;2
4;6;inf221,inf155,inf360,icn270,inf311,inf308,;30;0.25;2
4;7;inf256,fis140,inf285,inf309,inf228,;30;0.25;2
4;8;inf343,inf310,inf306,;30;0.25;2
