id_sol;period;courses;total_credits;period_fit;total_fit
1;1;inf306,inf360,inf312,inf314,hrw2,inf305,;28;0.111112;0.666667
1;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;0.444444;0.666667
1;3;inf310,hrw1,inf307,;28;0.111112;0.666667
2;1;inf306,inf360,inf312,inf314,hrw2,inf305,;28;0.111112;0.666667
2;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;0.444444;0.666667
2;3;inf310,hrw1,inf307,;28;0.111112;0.666667
3;1;inf360,inf312,inf314,inf306,hrw2,inf307,;28;0.111112;0.666667
3;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;0.444444;0.666667
3;3;inf305,inf310,hrw1,;28;0.111112;0.666667
4;1;inf360,inf312,inf314,inf306,hrw2,inf305,;28;0.111112;0.666667
4;2;inf313,inf309,inf228,inf311,inf308,inf7,;29;0.444444;0.666667
4;3;inf310,hrw1,inf307,;28;0.111112;0.666667
5;1;inf312,inf360,inf314,inf306,hrw2,inf305,;28;0.111112;0.666667
5;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;0.444444;0.666667
5;3;inf310,hrw1,inf307,;28;0.111112;0.666667
6;1;inf360,inf312,inf314,inf306,hrw2,inf305,;28;0.111112;0.666667
6;2;inf313,inf309,inf228,inf311,inf308,inf7,;29;0.444444;0.666667
6;3;inf310,hrw1,inf307,;28;0.111112;0.666667
7;1;inf360,inf312,inf314,inf306,hrw2,inf307,;28;0.111112;0.666667
7;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;0.444444;0.666667
7;3;inf305,inf310,hrw1,;28;0.111112;0.666667
8;1;inf360,inf312,inf314,inf306,hrw2,inf305,;28;0.111112;0.666667
8;2;inf308,inf309,inf228,inf311,inf7,inf313,;29;0.444444;0.666667
8;3;inf310,hrw1,inf307,;28;0.111112;0.666667
9;1;inf360,inf312,inf314,inf306,hrw2,inf305,;28;0.111112;0.666667
9;2;inf308,inf309,inf228,inf311,inf7,inf313,;29;0.444444;0.666667
9;3;inf310,hrw1,inf307,;28;0.111112;0.666667
10;1;inf360,inf312,inf314,inf306,hrw2,inf305,;28;0.111112;0.666667
10;2;inf313,inf309,inf228,inf311,inf308,inf7,;29;0.444444;0.666667
10;3;inf310,hrw1,inf307,;28;0.111112;0.666667
11;1;hrw2,inf360,inf311,inf312,inf314,inf305,inf7,;30;2.77778;4.66667
11;2;inf309,inf228,inf308,inf313,inf306,;27;1.77778;4.66667
11;3;inf310,hrw1,inf307,;28;0.111112;4.66667
12;1;inf312,inf360,inf314,inf306,hrw2,;23;28.4445;50.6667
12;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;0.444444;50.6667
12;3;inf310,hrw1,inf307,inf305,;33;21.7778;50.6667
13;1;inf360,inf312,inf307,inf305,;20;1.5625;76.75
13;2;inf309,inf314,inf306,hrw2,;15;39.0625;76.75
13;3;inf7,inf228,inf311,inf308,inf313,;27;33.0625;76.75
13;4;inf310,hrw1,;23;3.0625;76.75
14;1;inf360,inf312,inf307,inf305,;20;1.5625;76.75
14;2;inf309,inf314,inf306,hrw2,;15;39.0625;76.75
14;3;inf7,inf228,inf311,inf308,inf313,;27;33.0625;76.75
14;4;inf310,hrw1,;23;3.0625;76.75
15;1;inf311,inf360,inf312,inf314,inf7,inf306,hrw2,;30;76.5625;118.75
15;2;inf309,hrw1,inf313,inf307,inf308,;20;1.5625;118.75
15;3;inf228,inf305,;15;39.0625;118.75
15;4;inf310,;20;1.5625;118.75
16;1;inf311,inf360,inf312,inf314,inf306,hrw2,;28;121;208
16;2;inf309,hrw1,inf313,inf307,;15;4;208
16;3;inf305,inf308,inf7,;12;25;208
16;4;inf228,;10;49;208
16;5;inf310,;20;9;208
17;1;inf360,inf312,inf314,inf306,hrw2,inf305,;28;45.5625;242.75
17;2;inf7,inf309,inf308,;9;150.062;242.75
17;3;inf313,inf228,inf311,;20;1.5625;242.75
17;4;inf310,hrw1,inf307,;28;45.5625;242.75
18;1;inf311,inf360,inf312,inf314,inf7,inf306,hrw2,;30;169;280
18;2;inf309,hrw1,inf313,inf307,;15;4;280
18;3;inf305,inf308,;10;49;280
18;4;inf228,;10;49;280
18;5;inf310,;20;9;280
19;1;inf311,inf360,inf312,inf314,inf7,inf306,hrw2,;30;169;280
19;2;inf309,hrw1,inf313,inf307,;15;4;280
19;3;inf305,inf308,;10;49;280
19;4;inf228,;10;49;280
19;5;inf310,;20;9;280
20;1;inf311,inf360,inf312,inf314,inf7,inf306,hrw2,;30;169;280
20;2;inf309,hrw1,inf313,inf307,;15;4;280
20;3;inf305,inf308,;10;49;280
20;4;inf228,;10;49;280
20;5;inf310,;20;9;280
21;1;inf311,inf360,inf312,inf314,inf7,inf306,hrw2,;30;169;280
21;2;inf309,hrw1,inf313,inf307,;15;4;280
21;3;inf305,inf308,;10;49;280
21;4;inf228,;10;49;280
21;5;inf310,;20;9;280
22;1;inf311,inf360,inf312,inf314,inf7,inf306,hrw2,;30;169;280
22;2;inf309,hrw1,inf313,inf307,;15;4;280
22;3;inf305,inf308,;10;49;280
22;4;inf228,;10;49;280
22;5;inf310,;20;9;280
23;1;inf311,inf360,inf312,inf314,inf306,hrw2,;28;45.5625;372.75
23;2;inf309,inf7,inf313,;9;150.062;372.75
23;3;inf308,inf228,;15;39.0625;372.75
23;4;inf310,hrw1,inf307,inf305,;33;138.062;372.75
24;1;inf306,inf360,inf312,inf314,hrw2,inf305,;28;45.5625;372.75
24;2;inf309,inf228,inf311,inf308,inf7,inf313,;29;60.0625;372.75
24;3;inf310,hrw1,;23;3.0625;372.75
24;4;inf307,;5;264.062;372.75
25;1;inf311,inf360,inf312,inf314,inf308,inf7,inf306,hrw2,;35;324;530
25;2;inf309,hrw1,inf313,inf307,;15;4;530
25;3;inf305,;5;144;530
25;4;inf228,;10;49;530
25;5;inf310,;20;9;530
