id_sol;period;courses;total_credits;period_fit;total_fit
1;1;inf308,inf260,inf305,qui010,inf307,inf1,inf2,;29;0.308642;6.22222
1;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,;30;0.197531;6.22222
1;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;6.22222
1;4;inf236,fis120,fis130,inf155,inf246,;31;2.08642;6.22222
1;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;6.22222
1;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;6.22222
1;7;inf360,inf292,inf280,iwn170,mat024,inf5,;28;2.41975;6.22222
1;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;6.22222
1;9;inf295,icn270,inf310,;30;0.197531;6.22222
2;1;inf260,inf305,qui010,inf307,inf1,inf308,inf2,;29;0.308642;6.22222
2;2;inf7,inf270,inf134,mat022,inf152,hrw2,hrw1,;30;0.197531;6.22222
2;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;6.22222
2;4;inf236,fis120,fis130,inf155,inf246,;31;2.08642;6.22222
2;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;6.22222
2;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;6.22222
2;7;inf360,inf292,inf280,iwn170,mat024,inf5,;28;2.41975;6.22222
2;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;6.22222
2;9;inf295,icn270,inf310,;30;0.197531;6.22222
3;1;inf260,inf305,qui010,inf307,inf1,inf308,inf2,;29;0.308642;6.22222
3;2;inf7,inf270,inf134,mat022,inf152,hrw2,hrw1,;30;0.197531;6.22222
3;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;6.22222
3;4;inf236,fis120,fis130,inf155,inf246,;31;2.08642;6.22222
3;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;6.22222
3;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;6.22222
3;7;inf360,inf292,inf280,iwn170,mat024,inf5,;28;2.41975;6.22222
3;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;6.22222
3;9;inf295,icn270,inf310,;30;0.197531;6.22222
4;1;inf305,inf260,qui010,inf307,inf1,inf308,inf2,;29;0.308642;6.22222
4;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,;30;0.197531;6.22222
4;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;6.22222
4;4;inf236,fis120,fis130,inf155,inf246,;31;2.08642;6.22222
4;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;6.22222
4;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;6.22222
4;7;inf360,inf292,inf280,iwn170,mat024,inf5,;28;2.41975;6.22222
4;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;6.22222
4;9;inf295,icn270,inf310,;30;0.197531;6.22222
5;1;inf260,inf305,qui010,inf307,inf1,inf308,inf2,;29;0.308642;6.22222
5;2;inf7,inf270,inf134,mat022,inf152,hrw2,hrw1,;30;0.197531;6.22222
5;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;6.22222
5;4;inf236,fis120,fis130,inf155,inf246,;31;2.08642;6.22222
5;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;6.22222
5;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;6.22222
5;7;inf360,inf292,inf280,iwn170,mat024,inf5,;28;2.41975;6.22222
5;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;6.22222
5;9;inf295,icn270,inf310,;30;0.197531;6.22222
6;1;inf2,inf260,inf305,qui010,inf307,inf1,inf308,;29;0.308642;26.2222
6;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,;30;0.197531;26.2222
6;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;26.2222
6;4;inf236,fis120,fis130,inf246,;26;12.642;26.2222
6;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;26.2222
6;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;26.2222
6;7;inf360,inf292,inf280,iwn170,mat024,inf155,inf5,;33;11.8642;26.2222
6;8;inf295,inf293,inf228,inf309,inf312,inf4,;29;0.308642;26.2222
6;9;icn270,inf285,inf310,;30;0.197531;26.2222
7;1;inf260,inf305,qui010,inf307,inf1,inf308,inf2,;29;0.308642;26.2222
7;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,;30;0.197531;26.2222
7;3;inf313,inf276,inf239,inf253,inf245,inf306,;30;0.197531;26.2222
7;4;inf236,fis120,fis130,inf246,;26;12.642;26.2222
7;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;26.2222
7;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;26.2222
7;7;inf360,inf292,inf280,iwn170,mat024,inf155,inf5,;33;11.8642;26.2222
7;8;inf295,inf293,inf228,inf309,inf312,inf4,;29;0.308642;26.2222
7;9;icn270,inf285,inf310,;30;0.197531;26.2222
8;1;inf308,inf260,inf305,qui010,inf307,inf1,inf2,;29;0.308642;26.2222
8;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,;30;0.197531;26.2222
8;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;26.2222
8;4;inf236,fis120,fis130,inf246,;26;12.642;26.2222
8;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;26.2222
8;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;26.2222
8;7;inf360,inf292,inf280,iwn170,mat024,inf155,inf5,;33;11.8642;26.2222
8;8;inf295,inf293,inf228,inf309,inf312,inf4,;29;0.308642;26.2222
8;9;icn270,inf285,inf310,;30;0.197531;26.2222
9;1;inf260,inf305,qui010,inf307,inf1,inf308,inf2,;29;0.308642;26.2222
9;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,;30;0.197531;26.2222
9;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;26.2222
9;4;inf236,fis120,fis130,inf246,;26;12.642;26.2222
9;5;inf314,inf266,inf225,inf221,inf256,inf311,;30;0.197531;26.2222
9;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;26.2222
9;7;inf360,inf292,inf280,iwn170,mat024,inf155,inf5,;33;11.8642;26.2222
9;8;inf295,inf293,inf228,inf309,inf312,inf4,;29;0.308642;26.2222
9;9;icn270,inf285,inf310,;30;0.197531;26.2222
10;1;inf260,inf305,qui010,inf307,inf1,inf2,inf7,;26;12.642;50.2222
10;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf308,;33;11.8642;50.2222
10;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;50.2222
10;4;inf236,fis120,fis130,inf155,inf246,inf5,;33;11.8642;50.2222
10;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;50.2222
10;6;inf6,inf322,mat023,fis140,inf343,inf3,;29;0.308642;50.2222
10;7;inf360,inf292,inf280,iwn170,mat024,;26;12.642;50.2222
10;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;50.2222
10;9;inf295,icn270,inf310,;30;0.197531;50.2222
11;1;inf260,inf305,qui010,inf307,inf1,inf7,inf2,;26;12.642;50.2222
11;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf308,;33;11.8642;50.2222
11;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;50.2222
11;4;inf236,fis120,fis130,inf155,inf246,inf5,;33;11.8642;50.2222
11;5;inf314,inf266,inf225,inf221,inf256,inf311,;30;0.197531;50.2222
11;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;50.2222
11;7;inf360,inf292,inf280,iwn170,mat024,;26;12.642;50.2222
11;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;50.2222
11;9;inf295,icn270,inf310,;30;0.197531;50.2222
12;1;qui010,inf260,inf305,inf307,inf1,inf2,;24;30.8642;86.2222
12;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,inf308,;35;29.642;86.2222
12;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;86.2222
12;4;inf236,fis120,fis130,inf155,inf246,inf5,;33;11.8642;86.2222
12;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;86.2222
12;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;86.2222
12;7;inf360,inf292,inf280,iwn170,mat024,;26;12.642;86.2222
12;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;86.2222
12;9;inf295,icn270,inf310,;30;0.197531;86.2222
13;1;qui010,inf260,inf305,inf307,inf1,inf2,;24;30.8642;86.2222
13;2;inf270,inf134,mat022,inf152,hrw2,hrw1,inf7,inf308,;35;29.642;86.2222
13;3;inf276,inf239,inf253,inf245,inf313,inf306,;30;0.197531;86.2222
13;4;inf236,fis120,fis130,inf155,inf246,inf5,;33;11.8642;86.2222
13;5;inf266,inf225,inf221,inf256,inf311,inf314,;30;0.197531;86.2222
13;6;inf322,mat023,fis140,inf343,inf6,inf3,;29;0.308642;86.2222
13;7;inf360,inf292,inf280,iwn170,mat024,;26;12.642;86.2222
13;8;inf293,inf285,inf228,inf309,inf312,inf4,;29;0.308642;86.2222
13;9;inf295,icn270,inf310,;30;0.197531;86.2222
