id_sol;period;courses;total_credits;period_fit;total_fit
1;1;inf360,inf307,inf312,inf306,;20;0.0625;0.75
1;2;inf7,inf309,inf295,inf313,inf314,;19;0.5625;0.75
1;3;inf228,inf308,inf305,;20;0.0625;0.75
1;4;inf310,;20;0.0625;0.75
2;1;inf360,inf307,inf312,inf306,;20;0.0625;0.75
2;2;inf7,inf309,inf295,inf313,inf314,;19;0.5625;0.75
2;3;inf228,inf308,inf305,;20;0.0625;0.75
2;4;inf310,;20;0.0625;0.75
3;1;inf360,inf307,inf312,inf306,;20;0.0625;0.75
3;2;inf7,inf309,inf295,inf313,inf314,;19;0.5625;0.75
3;3;inf228,inf308,inf305,;20;0.0625;0.75
3;4;inf310,;20;0.0625;0.75
4;1;inf360,inf312,inf306,inf308,inf305,;25;1.77778;10.6667
4;2;inf295,inf7,inf228,inf309,inf313,inf314,;29;7.11111;10.6667
4;3;inf310,inf307,;25;1.77778;10.6667
5;1;inf307,inf360,inf312,inf306,;20;0.0625;12.75
5;2;inf7,inf228,inf295,inf313,;22;5.0625;12.75
5;3;inf309,inf308,inf305,inf314,;17;7.5625;12.75
5;4;inf310,;20;0.0625;12.75
6;1;inf360,inf295,inf312,inf306,inf308,inf305,;30;13.4444;20.6667
6;2;inf7,inf228,inf309,inf313,inf314,;24;5.44445;20.6667
6;3;inf307,inf310,;25;1.77778;20.6667
7;1;inf307,inf360,inf312,inf306,;20;0.0625;60.75
7;2;inf228,inf295,inf313,inf314,;25;27.5625;60.75
7;3;inf309,inf308,inf305,inf7,;14;33.0625;60.75
7;4;inf310,;20;0.0625;60.75
8;1;inf306,inf360,inf313,;15;0.64;62.8
8;2;inf305,inf295,;10;33.64;62.8
8;3;inf307,inf312,inf314,;15;0.64;62.8
8;4;inf7,inf228,inf309,inf308,;19;10.24;62.8
8;5;inf310,;20;17.64;62.8
9;1;inf306,inf360,inf313,;15;0.64;62.8
9;2;inf305,inf295,;10;33.64;62.8
9;3;inf307,inf312,inf314,;15;0.64;62.8
9;4;inf7,inf228,inf309,inf308,;19;10.24;62.8
9;5;inf310,;20;17.64;62.8
10;1;inf360,inf306,inf307,;15;0.64;62.8
10;2;inf7,inf309,inf295,inf313,inf314,;19;10.24;62.8
10;3;inf228,;10;33.64;62.8
10;4;inf312,inf308,inf305,;15;0.64;62.8
10;5;inf310,;20;17.64;62.8
11;1;inf307,inf360,inf312,inf306,;20;0.0625;112.75
11;2;inf7,inf295,inf313,;12;60.0625;112.75
11;3;inf309,inf308,inf305,inf314,inf228,;27;52.5625;112.75
11;4;inf310,;20;0.0625;112.75
12;1;inf306,inf295,inf360,inf313,;20;17.64;154.8
12;2;inf305,;5;116.64;154.8
12;3;inf307,inf312,inf314,inf309,;17;1.44;154.8
12;4;inf7,inf228,inf308,;17;1.44;154.8
12;5;inf310,;20;17.64;154.8
13;1;inf295,inf360,inf307,inf312,inf308,inf305,;30;105.062;160.75
13;2;inf7,inf309,inf313,inf314,;14;33.0625;160.75
13;3;inf228,inf306,;15;22.5625;160.75
13;4;inf310,;20;0.0625;160.75
14;1;inf295,inf360,inf307,inf312,inf308,inf305,;30;105.062;160.75
14;2;inf7,inf309,inf313,inf314,;14;33.0625;160.75
14;3;inf228,inf306,;15;22.5625;160.75
14;4;inf310,;20;0.0625;160.75
15;1;inf360,inf295,inf307,inf312,inf306,inf308,;30;105.062;160.75
15;2;inf7,inf309,inf313,inf314,;14;33.0625;160.75
15;3;inf305,inf228,;15;22.5625;160.75
15;4;inf310,;20;0.0625;160.75
16;1;inf360,inf307,inf306,;15;22.5625;162.75
16;2;inf7,inf228,inf295,inf313,inf314,;27;52.5625;162.75
16;3;inf309,inf308,inf305,;12;60.0625;162.75
16;4;inf312,inf310,;25;27.5625;162.75
17;1;inf306,inf295,inf360,inf313,;20;17.64;162.8
17;2;inf305,;5;116.64;162.8
17;3;inf307,inf312,inf314,;15;0.64;162.8
17;4;inf7,inf228,inf309,inf308,;19;10.24;162.8
17;5;inf310,;20;17.64;162.8
18;1;inf306,inf305,;10;33.64;182.8
18;2;inf295,inf360,inf307,;15;0.64;182.8
18;3;inf7,inf309,inf313,;9;46.24;182.8
18;4;inf228,inf314,inf308,;20;17.64;182.8
18;5;inf310,inf312,;25;84.64;182.8
19;1;inf312,inf360,inf306,inf308,;20;0.0625;200.75
19;2;inf7,inf309,inf295,inf313,inf314,;19;0.5625;200.75
19;3;inf228,;10;95.0625;200.75
19;4;inf310,inf307,inf305,;30;105.062;200.75
20;1;inf360,inf306,;10;95.0625;200.75
20;2;inf7,inf309,inf295,inf313,inf314,;19;0.5625;200.75
20;3;inf312,inf228,inf308,;20;0.0625;200.75
20;4;inf310,inf307,inf305,;30;105.062;200.75
21;1;inf305,inf360,inf307,inf312,inf306,;25;84.64;222.8
21;2;inf7,inf309,inf295,inf313,;14;3.24;222.8
21;3;inf228,inf308,;15;0.64;222.8
21;4;inf310,;20;17.64;222.8
21;5;inf314,;5;116.64;222.8
22;1;inf360,inf306,;10;95.0625;350.75
