# gen;best_fit
0;581.636
1;581.636
2;401.636
3;401.636
4;401.636
5;401.636
6;401.636
7;401.636
8;401.636
9;401.636
10;401.636
11;401.636
12;401.636
13;401.636
14;401.636
15;401.636
16;401.636
17;401.636
18;401.636
19;401.636
20;401.636
21;401.636
22;353.636
23;353.636
24;353.636
25;353.636
26;353.636
27;353.636
28;353.636
29;353.636
30;341.636
31;341.636
32;341.636
33;341.636
34;341.636
35;341.636
36;341.636
37;341.636
38;341.636
39;341.636
40;341.636
41;281.636
42;281.636
43;281.636
44;271.636
45;271.636
46;271.636
47;271.636
48;271.636
49;271.636
50;271.636
51;271.636
52;271.636
53;271.636
54;271.636
55;271.636
56;271.636
57;271.636
58;271.636
59;271.636
60;271.636
61;271.636
62;255.636
63;255.636
64;255.636
65;255.636
66;255.636
67;255.636
68;255.636
69;255.636
70;255.636
71;255.636
72;239.636
73;239.636
74;239.636
75;239.636
76;239.636
77;239.636
78;239.636
79;239.636
80;239.636
81;239.636
82;239.636
83;219.636
84;219.636
85;219.636
86;219.636
87;219.636
88;219.636
89;219.636
90;219.636
91;203.636
92;203.636
93;203.636
94;203.636
95;203.636
96;203.636
97;203.636
98;203.636
99;203.636
100;203.636
101;171.636
102;171.636
103;171.636
104;171.636
105;155.636
106;155.636
107;155.636
108;155.636
109;155.636
110;155.636
111;155.636
112;155.636
113;155.636
114;155.636
115;155.636
116;155.636
117;155.636
118;139.636
119;125.636
120;59.6364
121;59.6364
122;59.6364
123;59.6364
124;59.6364
125;59.6364
126;59.6364
127;59.6364
128;47.6364
129;47.6364
130;47.6364
131;47.6364
132;47.6364
133;47.6364
134;47.6364
135;47.6364
136;47.6364
137;47.6364
138;47.6364
139;47.6364
140;47.6364
141;47.6364
142;47.6364
143;47.6364
144;47.6364
145;47.6364
146;47.6364
147;47.6364
148;47.6364
149;47.6364
150;47.6364
151;17.6364
152;17.6364
153;17.6364
154;9.63636
155;9.63636
156;9.63636
157;9.63636
158;9.63636
159;9.63636
160;5.63636
161;5.63636
162;5.63636
163;5.63636
164;5.63636
165;5.63636
166;5.63636
167;5.63636
168;5.63636
169;5.63636
170;5.63636
171;5.63636
172;5.63636
173;5.63636
174;5.63636
175;5.63636
176;5.63636
177;5.63636
178;5.63636
179;5.63636
180;5.63636
181;5.63636
182;5.63636
183;5.63636
184;5.63636
185;5.63636
186;5.63636
187;5.63636
188;5.63636
189;5.63636
190;5.63636
191;5.63636
192;5.63636
193;5.63636
194;5.63636
195;5.63636
196;5.63636
197;5.63636
198;5.63636
199;5.63636
200;5.63636
201;5.63636
202;5.63636
203;5.63636
204;5.63636
205;5.63636
206;5.63636
207;5.63636
208;5.63636
209;5.63636
210;5.63636
211;5.63636
212;5.63636
213;5.63636
214;5.63636
215;5.63636
216;5.63636
217;5.63636
218;5.63636
219;5.63636
220;5.63636
221;5.63636
222;5.63636
223;5.63636
224;5.63636
225;5.63636
226;5.63636
227;5.63636
228;5.63636
229;5.63636
230;5.63636
231;5.63636
232;5.63636
233;5.63636
234;5.63636
235;5.63636
236;5.63636
237;5.63636
238;5.63636
239;5.63636
240;5.63636
241;5.63636
242;5.63636
243;5.63636
244;5.63636
245;5.63636
246;5.63636
247;5.63636
248;5.63636
249;5.63636
250;5.63636
251;5.63636
252;5.63636
253;5.63636
254;5.63636
255;5.63636
256;5.63636
257;5.63636
258;5.63636
259;5.63636
260;5.63636
261;5.63636
262;5.63636
263;5.63636
264;5.63636
265;5.63636
266;5.63636
267;5.63636
268;5.63636
269;5.63636
270;5.63636
271;5.63636
272;5.63636
273;5.63636
274;5.63636
275;5.63636
276;5.63636
277;5.63636
278;5.63636
279;5.63636
280;5.63636
281;5.63636
282;5.63636
283;5.63636
284;5.63636
285;5.63636
286;5.63636
287;5.63636
288;5.63636
289;5.63636
290;5.63636
291;5.63636
292;5.63636
293;5.63636
294;5.63636
295;5.63636
296;5.63636
297;5.63636
298;5.63636
299;5.63636
300;5.63636
301;5.63636
302;5.63636
303;5.63636
304;5.63636
305;5.63636
306;5.63636
307;5.63636
308;5.63636
309;5.63636
310;5.63636
311;5.63636
312;5.63636
313;5.63636
314;5.63636
315;5.63636
316;5.63636
317;5.63636
318;5.63636
319;5.63636
320;5.63636
321;5.63636
322;5.63636
323;5.63636
324;5.63636
325;5.63636
326;5.63636
327;5.63636
328;5.63636
329;5.63636
330;5.63636
331;5.63636
332;5.63636
333;5.63636
334;5.63636
335;5.63636
336;5.63636
337;5.63636
