# gen;best_fit
0;261.636
1;261.636
2;261.636
3;261.636
4;261.636
5;261.636
6;261.636
7;261.636
8;261.636
9;261.636
10;261.636
11;257.636
12;257.636
13;257.636
14;257.636
15;257.636
16;257.636
17;257.636
18;257.636
19;187.636
20;187.636
21;187.636
22;187.636
23;187.636
24;187.636
25;187.636
26;187.636
27;187.636
28;187.636
29;187.636
30;187.636
31;187.636
32;187.636
33;187.636
34;187.636
35;187.636
36;187.636
37;187.636
38;187.636
39;187.636
40;187.636
41;187.636
42;187.636
43;187.636
44;187.636
45;187.636
46;187.636
47;187.636
48;187.636
49;187.636
50;187.636
51;187.636
52;187.636
53;187.636
54;187.636
55;187.636
56;181.636
57;181.636
58;181.636
59;181.636
60;181.636
61;181.636
62;181.636
63;181.636
64;181.636
65;181.636
66;181.636
67;181.636
68;177.636
69;177.636
70;177.636
71;177.636
72;177.636
73;177.636
74;177.636
75;177.636
76;177.636
77;177.636
78;177.636
79;177.636
80;177.636
81;177.636
82;177.636
83;177.636
84;177.636
85;177.636
86;177.636
87;177.636
88;177.636
89;177.636
90;177.636
91;177.636
92;177.636
93;177.636
94;177.636
95;177.636
96;177.636
97;177.636
98;129.636
99;129.636
100;129.636
101;129.636
102;129.636
103;129.636
104;129.636
105;129.636
106;129.636
107;129.636
108;129.636
109;129.636
110;129.636
111;129.636
112;129.636
113;129.636
114;129.636
115;65.6364
116;65.6364
117;65.6364
118;65.6364
119;65.6364
120;35.6364
121;35.6364
122;35.6364
123;35.6364
124;35.6364
125;35.6364
126;35.6364
127;35.6364
128;35.6364
129;35.6364
130;35.6364
131;35.6364
132;35.6364
133;35.6364
134;29.6364
135;29.6364
136;17.6364
137;17.6364
138;17.6364
139;17.6364
140;17.6364
141;17.6364
142;17.6364
143;17.6364
144;17.6364
145;17.6364
146;17.6364
147;17.6364
148;17.6364
149;17.6364
150;17.6364
151;17.6364
152;17.6364
153;17.6364
154;13.6364
155;13.6364
156;13.6364
157;13.6364
158;13.6364
159;13.6364
160;13.6364
161;13.6364
162;13.6364
163;13.6364
164;13.6364
165;13.6364
166;13.6364
167;13.6364
168;13.6364
169;13.6364
170;13.6364
171;13.6364
172;13.6364
173;13.6364
174;13.6364
175;13.6364
176;13.6364
177;13.6364
178;13.6364
179;13.6364
180;13.6364
181;13.6364
182;13.6364
183;13.6364
184;13.6364
185;13.6364
186;13.6364
187;13.6364
188;13.6364
189;13.6364
190;13.6364
191;13.6364
192;13.6364
193;13.6364
194;13.6364
195;13.6364
196;13.6364
197;13.6364
198;13.6364
199;13.6364
200;13.6364
201;13.6364
202;13.6364
203;13.6364
204;13.6364
205;13.6364
206;13.6364
207;13.6364
208;13.6364
209;13.6364
210;13.6364
211;13.6364
212;13.6364
213;13.6364
214;13.6364
215;13.6364
216;13.6364
217;13.6364
218;13.6364
219;13.6364
220;13.6364
221;13.6364
222;13.6364
223;13.6364
224;13.6364
225;13.6364
226;13.6364
227;13.6364
228;13.6364
229;13.6364
230;13.6364
231;13.6364
232;13.6364
233;13.6364
234;13.6364
235;13.6364
236;13.6364
237;13.6364
238;13.6364
239;13.6364
240;13.6364
241;13.6364
242;13.6364
243;13.6364
244;13.6364
245;13.6364
246;13.6364
247;13.6364
248;13.6364
249;13.6364
250;13.6364
251;13.6364
252;13.6364
253;13.6364
254;13.6364
255;13.6364
256;13.6364
257;13.6364
258;13.6364
259;13.6364
260;13.6364
261;13.6364
262;13.6364
263;13.6364
264;13.6364
265;13.6364
266;13.6364
267;13.6364
268;13.6364
269;13.6364
270;13.6364
271;13.6364
272;13.6364
273;13.6364
274;13.6364
275;13.6364
276;13.6364
277;13.6364
278;13.6364
279;13.6364
280;13.6364
281;13.6364
282;13.6364
283;13.6364
284;13.6364
285;13.6364
286;13.6364
287;13.6364
288;13.6364
289;13.6364
290;13.6364
291;13.6364
292;13.6364
293;13.6364
294;13.6364
295;13.6364
296;13.6364
297;13.6364
298;13.6364
299;13.6364
300;13.6364
301;13.6364
302;13.6364
303;13.6364
304;13.6364
305;13.6364
306;13.6364
307;13.6364
308;13.6364
309;13.6364
310;13.6364
311;13.6364
312;13.6364
313;13.6364
314;13.6364
315;13.6364
316;13.6364
317;13.6364
318;13.6364
319;13.6364
320;13.6364
321;13.6364
322;13.6364
323;13.6364
324;13.6364
325;13.6364
326;13.6364
327;13.6364
328;13.6364
329;13.6364
330;13.6364
331;13.6364
332;13.6364
333;13.6364
334;13.6364
335;13.6364
336;13.6364
337;13.6364
338;13.6364
339;13.6364
340;13.6364
341;13.6364
342;13.6364
343;13.6364
344;13.6364
345;13.6364
346;13.6364
347;13.6364
348;13.6364
349;13.6364
350;13.6364
351;13.6364
352;13.6364
353;13.6364
354;13.6364
355;13.6364
356;13.6364
357;13.6364
358;13.6364
359;13.6364
360;13.6364
361;13.6364
362;13.6364
363;13.6364
364;13.6364
365;13.6364
366;13.6364
367;13.6364
368;13.6364
369;13.6364
370;13.6364
371;13.6364
372;13.6364
373;13.6364
374;13.6364
375;13.6364
376;13.6364
377;13.6364
378;13.6364
379;13.6364
380;13.6364
381;13.6364
382;13.6364
383;13.6364
384;13.6364
385;13.6364
386;13.6364
387;13.6364
388;13.6364
389;13.6364
390;13.6364
391;13.6364
392;13.6364
393;13.6364
394;13.6364
395;13.6364
396;13.6364
397;13.6364
398;13.6364
399;13.6364
400;13.6364
401;13.6364
402;13.6364
403;13.6364
404;13.6364
405;13.6364
406;13.6364
407;13.6364
408;13.6364
409;13.6364
410;13.6364
411;13.6364
412;13.6364
413;13.6364
414;13.6364
415;13.6364
416;13.6364
417;13.6364
418;13.6364
419;13.6364
420;13.6364
421;13.6364
422;13.6364
423;13.6364
424;13.6364
425;13.6364
426;13.6364
427;13.6364
428;13.6364
429;13.6364
430;13.6364
431;13.6364
432;13.6364
433;13.6364
434;13.6364
435;13.6364
436;13.6364
437;13.6364
438;13.6364
439;13.6364
440;13.6364
441;13.6364
442;13.6364
443;13.6364
444;13.6364
445;13.6364
446;13.6364
447;13.6364
448;13.6364
449;13.6364
450;13.6364
451;13.6364
452;13.6364
453;13.6364
454;13.6364
455;13.6364
456;13.6364
457;13.6364
458;13.6364
459;13.6364
460;13.6364
461;13.6364
462;13.6364
463;13.6364
464;13.6364
465;13.6364
466;13.6364
467;13.6364
468;13.6364
469;13.6364
470;13.6364
471;13.6364
472;13.6364
473;13.6364
474;13.6364
475;13.6364
476;13.6364
477;13.6364
478;13.6364
479;13.6364
480;13.6364
481;13.6364
482;13.6364
483;13.6364
484;13.6364
485;13.6364
486;13.6364
487;13.6364
488;13.6364
489;13.6364
490;13.6364
491;13.6364
492;13.6364
493;13.6364
494;13.6364
495;13.6364
496;13.6364
497;13.6364
498;13.6364
499;13.6364
500;13.6364
501;13.6364
502;13.6364
503;13.6364
504;13.6364
505;13.6364
506;13.6364
507;13.6364
508;13.6364
509;13.6364
510;13.6364
511;13.6364
512;13.6364
513;13.6364
514;13.6364
515;13.6364
516;13.6364
517;13.6364
518;13.6364
519;13.6364
520;13.6364
521;13.6364
522;13.6364
523;13.6364
524;13.6364
525;13.6364
526;13.6364
527;13.6364
528;13.6364
529;13.6364
530;13.6364
531;13.6364
532;13.6364
533;13.6364
534;13.6364
535;13.6364
536;13.6364
537;13.6364
538;13.6364
539;13.6364
540;13.6364
541;13.6364
542;13.6364
543;13.6364
544;13.6364
545;13.6364
546;13.6364
547;13.6364
548;13.6364
549;13.6364
550;13.6364
551;13.6364
552;13.6364
553;13.6364
554;13.6364
555;13.6364
556;13.6364
557;13.6364
558;13.6364
559;13.6364
560;13.6364
561;13.6364
562;13.6364
563;13.6364
564;13.6364
565;13.6364
566;13.6364
567;13.6364
568;13.6364
569;13.6364
570;13.6364
571;13.6364
572;13.6364
573;13.6364
574;13.6364
575;13.6364
576;13.6364
577;13.6364
578;13.6364
579;13.6364
580;13.6364
581;13.6364
582;13.6364
583;13.6364
584;13.6364
585;13.6364
586;13.6364
587;13.6364
588;13.6364
589;13.6364
590;13.6364
591;13.6364
592;13.6364
593;13.6364
594;13.6364
595;13.6364
596;13.6364
597;13.6364
598;13.6364
599;13.6364
