# gen;best_fit
0;538
1;538
2;358
3;358
4;358
5;358
6;358
7;358
8;358
9;358
10;358
11;358
12;358
13;358
14;358
15;358
16;358
17;358
18;358
19;350
20;350
21;220
22;220
23;220
24;220
25;220
26;220
27;168
28;168
29;168
30;168
31;168
32;168
33;168
34;168
35;168
36;168
37;132
38;132
39;120
40;120
41;108
42;108
43;108
44;108
45;108
46;60
47;60
48;60
49;60
50;60
51;60
52;60
53;60
54;60
55;60
56;60
57;60
58;60
59;60
60;60
61;60
62;60
63;60
64;60
65;60
66;60
67;60
68;60
69;60
70;60
71;60
72;60
73;60
74;60
75;60
76;60
77;60
78;60
79;60
80;60
81;60
82;60
83;60
84;60
85;60
86;60
87;60
88;60
89;60
90;60
91;60
92;60
93;60
94;60
95;60
96;60
97;60
98;60
99;60
100;60
101;60
102;60
103;60
104;60
105;60
106;60
107;60
108;60
109;60
110;60
111;60
112;60
113;60
114;60
115;60
116;60
117;60
118;58
119;48
120;48
121;48
122;48
123;48
124;48
125;48
126;48
127;48
128;48
129;48
130;48
131;48
132;40
133;40
134;40
135;40
136;36
137;36
138;36
139;36
140;36
141;36
142;36
143;36
144;36
145;36
146;36
147;36
148;36
149;36
150;36
151;36
152;36
153;36
154;24
155;24
156;24
157;24
158;24
159;24
160;12
161;12
162;12
163;12
164;12
165;12
166;12
167;12
168;12
169;12
170;12
171;12
172;12
173;12
174;12
175;12
176;12
177;12
178;12
179;12
180;12
181;12
182;12
183;12
184;12
185;12
186;12
187;12
188;12
189;12
190;12
191;12
192;12
193;12
194;12
195;12
196;12
197;12
198;12
199;12
200;12
201;12
202;12
203;12
204;12
205;12
206;12
207;12
208;12
209;12
210;12
211;12
212;12
213;12
214;12
215;12
216;12
217;12
218;12
219;12
220;12
221;12
222;12
223;12
224;12
225;12
226;12
227;12
228;12
229;12
230;12
231;12
232;12
233;12
234;12
235;12
236;12
237;12
238;12
239;12
240;12
241;12
242;12
243;12
244;12
245;12
246;12
247;12
248;12
249;12
250;12
251;12
252;12
253;12
254;12
255;12
256;12
257;12
258;12
259;12
260;12
261;12
262;12
263;12
264;12
265;12
266;12
267;12
268;12
269;12
270;12
271;12
272;12
273;12
274;12
275;12
276;12
277;12
278;12
279;12
280;12
281;12
282;4
283;4
284;4
285;4
286;4
287;4
288;4
289;4
290;4
291;4
292;4
293;4
294;4
295;4
296;4
297;4
298;4
299;4
300;4
301;4
302;4
303;4
304;4
305;4
306;4
307;4
308;4
309;4
310;4
311;4
312;4
313;4
314;4
315;4
316;4
317;4
318;4
319;4
320;4
321;4
322;4
323;4
324;4
325;4
326;4
327;4
328;4
329;4
330;4
331;4
332;4
333;4
334;4
335;4
336;4
337;4
338;4
339;4
340;4
341;4
342;4
343;4
344;4
345;4
346;4
347;4
348;4
349;4
350;4
351;4
352;4
353;4
354;4
355;4
356;4
357;4
358;4
359;4
360;4
361;4
362;4
363;4
364;4
365;4
366;4
367;4
368;4
369;4
370;4
371;4
372;4
373;4
374;4
375;4
376;4
377;4
378;4
379;4
380;4
381;4
382;4
383;4
384;4
385;4
386;4
387;4
388;4
389;4
390;4
391;4
392;4
393;4
394;4
395;4
396;4
397;4
398;4
399;4
400;4
401;4
402;4
403;4
404;4
405;4
406;4
407;4
408;4
409;4
410;4
411;4
412;4
413;4
414;4
415;4
416;4
417;4
418;4
419;4
420;4
421;4
422;4
423;4
424;4
425;4
426;4
427;4
428;4
429;4
430;4
431;4
432;4
433;4
434;4
435;4
436;4
437;4
438;4
439;4
440;4
441;4
442;4
443;4
444;4
445;4
446;4
447;4
448;4
449;4
450;4
451;4
452;4
453;4
454;4
455;4
456;4
457;4
458;4
459;4
460;4
461;4
462;4
463;4
464;4
465;4
466;4
467;4
468;4
469;4
470;4
471;4
472;4
473;4
474;4
475;4
476;4
477;4
478;4
479;4
480;4
481;4
482;4
483;4
484;4
485;4
486;4
487;4
488;4
489;4
490;4
491;4
492;4
493;4
494;4
495;4
496;4
497;4
498;4
499;4
500;4
501;4
502;4
503;4
504;4
505;4
506;4
507;4
508;4
509;4
510;4
511;4
512;4
513;4
514;4
515;4
516;4
517;4
518;4
519;4
520;4
521;4
522;4
523;4
524;4
525;4
526;4
527;4
528;4
529;4
530;4
531;4
532;4
533;4
534;4
535;4
536;4
537;4
538;4
539;4
540;4
541;4
542;4
543;4
544;4
545;4
546;4
547;4
548;4
549;4
550;4
551;4
552;4
553;4
554;4
555;4
556;4
557;4
558;4
559;4
560;4
561;4
562;4
563;4
564;4
565;4
566;4
567;4
568;4
569;4
570;4
571;4
572;4
573;4
574;4
575;4
576;4
577;4
578;4
579;4
580;4
581;4
582;4
583;4
584;4
585;4
586;4
587;4
588;4
589;4
590;4
591;4
592;4
593;4
594;4
595;4
596;4
597;4
598;4
599;4
