# gen;best_fit
0;237.484
1;237.484
2;329.484
3;329.484
4;269.484
5;269.484
6;269.484
7;299.484
8;299.484
9;315.484
10;315.484
11;315.484
12;315.484
13;297.484
14;297.484
15;297.484
16;315.484
17;287.484
18;287.484
19;287.484
20;287.484
21;287.484
22;287.484
23;287.484
24;279.484
25;275.484
26;275.484
27;275.484
28;275.484
29;315.484
30;315.484
31;315.484
32;315.484
33;315.484
34;315.484
35;291.484
36;291.484
37;283.484
38;277.484
39;277.484
40;277.484
41;271.484
42;271.484
43;271.484
44;271.484
45;271.484
46;271.484
47;271.484
48;271.484
49;271.484
50;271.484
51;271.484
52;271.484
53;271.484
54;271.484
55;271.484
56;271.484
57;271.484
58;271.484
59;241.484
60;241.484
61;241.484
62;241.484
63;241.484
64;241.484
65;241.484
66;187.484
67;187.484
68;187.484
69;187.484
70;187.484
71;193.484
72;187.484
73;187.484
74;187.484
75;187.484
76;187.484
77;187.484
78;187.484
79;187.484
80;187.484
81;187.484
82;187.484
83;175.484
84;187.484
85;187.484
86;187.484
87;177.484
88;175.484
89;175.484
90;175.484
91;175.484
92;175.484
93;175.484
94;175.484
95;175.484
96;175.484
97;175.484
98;175.484
99;175.484
100;145.484
101;145.484
102;115.484
103;115.484
104;115.484
105;115.484
106;115.484
107;115.484
108;115.484
109;115.484
110;115.484
111;115.484
112;115.484
113;115.484
114;115.484
115;115.484
116;115.484
117;115.484
118;115.484
119;115.484
120;115.484
121;115.484
122;115.484
123;115.484
124;115.484
125;115.484
126;115.484
127;115.484
128;115.484
129;115.484
130;115.484
131;115.484
132;115.484
133;115.484
134;115.484
135;115.484
136;95.4844
137;95.4844
138;95.4844
139;95.4844
140;95.4844
141;95.4844
142;95.4844
143;95.4844
144;95.4844
145;95.4844
146;95.4844
147;95.4844
148;95.4844
149;95.4844
150;95.4844
151;95.4844
152;95.4844
153;95.4844
154;95.4844
155;95.4844
156;95.4844
157;95.4844
158;95.4844
159;95.4844
160;95.4844
161;95.4844
162;95.4844
163;95.4844
164;95.4844
165;95.4844
166;95.4844
167;95.4844
168;95.4844
169;89.4844
170;89.4844
171;89.4844
172;89.4844
173;89.4844
174;89.4844
175;89.4844
176;89.4844
177;89.4844
178;89.4844
179;89.4844
180;89.4844
181;89.4844
182;89.4844
183;89.4844
184;89.4844
185;89.4844
186;89.4844
187;89.4844
188;87.4844
189;87.4844
190;87.4844
191;87.4844
192;87.4844
193;87.4844
194;87.4844
195;87.4844
196;87.4844
197;87.4844
198;83.4844
199;83.4844
200;83.4844
201;83.4844
202;83.4844
203;81.4844
204;75.4844
205;75.4844
206;75.4844
207;75.4844
208;75.4844
209;75.4844
210;75.4844
211;75.4844
212;75.4844
213;75.4844
214;75.4844
215;75.4844
216;75.4844
217;75.4844
218;75.4844
219;75.4844
220;75.4844
221;75.4844
222;75.4844
223;75.4844
224;75.4844
225;75.4844
226;75.4844
227;75.4844
228;75.4844
229;75.4844
230;75.4844
231;75.4844
232;75.4844
233;75.4844
234;75.4844
