# gen;best_fit
0;331.5
1;331.5
2;331.5
3;201.5
4;201.5
5;201.5
6;111.5
7;111.5
8;111.5
9;111.5
10;111.5
11;81.5
12;81.5
13;81.5
14;55.5
15;47.5
16;27.5
17;27.5
18;27.5
19;11.5
20;11.5
21;11.5
22;11.5
23;11.5
24;11.5
25;11.5
26;11.5
27;11.5
28;11.5
29;11.5
30;11.5
31;11.5
32;11.5
33;11.5
34;11.5
35;11.5
36;11.5
37;11.5
38;11.5
39;11.5
40;11.5
41;11.5
42;11.5
43;11.5
44;11.5
45;11.5
46;11.5
47;11.5
48;11.5
49;11.5
50;11.5
51;11.5
52;11.5
53;11.5
54;11.5
55;11.5
56;11.5
57;11.5
58;11.5
59;11.5
60;11.5
61;11.5
62;11.5
63;11.5
64;11.5
65;11.5
66;11.5
67;11.5
68;11.5
69;11.5
70;11.5
71;11.5
72;11.5
73;11.5
74;11.5
75;11.5
76;11.5
77;11.5
78;11.5
79;11.5
80;11.5
81;11.5
82;11.5
83;11.5
84;11.5
85;11.5
86;11.5
87;11.5
88;11.5
89;11.5
90;11.5
91;11.5
92;11.5
93;11.5
94;11.5
95;11.5
96;11.5
97;11.5
98;11.5
99;11.5
100;11.5
101;11.5
102;11.5
103;11.5
104;11.5
105;11.5
106;11.5
107;11.5
108;11.5
109;11.5
110;11.5
111;11.5
112;11.5
113;11.5
114;11.5
115;11.5
116;11.5
117;11.5
118;11.5
119;11.5
120;11.5
121;11.5
122;11.5
123;11.5
124;11.5
125;11.5
126;11.5
127;11.5
128;11.5
129;11.5
130;11.5
131;11.5
132;11.5
133;11.5
134;11.5
135;11.5
136;11.5
137;11.5
138;11.5
139;11.5
140;11.5
141;11.5
142;11.5
143;11.5
144;11.5
145;11.5
146;11.5
147;11.5
148;11.5
149;11.5
150;11.5
151;11.5
152;11.5
153;11.5
154;11.5
155;11.5
156;11.5
157;11.5
158;11.5
159;11.5
160;11.5
161;11.5
162;11.5
163;11.5
164;11.5
165;11.5
166;11.5
167;11.5
168;11.5
169;11.5
170;11.5
171;11.5
172;11.5
173;11.5
174;11.5
175;11.5
176;11.5
177;11.5
178;11.5
179;11.5
180;11.5
181;11.5
182;11.5
183;11.5
184;11.5
185;11.5
186;11.5
187;11.5
188;11.5
189;11.5
190;11.5
191;11.5
192;11.5
193;11.5
194;11.5
195;11.5
196;11.5
197;11.5
198;11.5
199;11.5
200;11.5
201;11.5
202;11.5
203;11.5
204;11.5
205;11.5
206;11.5
207;11.5
208;11.5
209;11.5
210;11.5
211;11.5
212;11.5
213;11.5
214;11.5
215;11.5
216;11.5
217;11.5
218;11.5
219;11.5
220;11.5
221;11.5
222;11.5
223;11.5
224;11.5
225;11.5
226;11.5
227;11.5
228;11.5
229;11.5
230;11.5
231;11.5
232;11.5
233;11.5
234;11.5
235;11.5
236;11.5
237;11.5
238;11.5
239;11.5
240;11.5
241;11.5
242;11.5
243;11.5
244;11.5
245;11.5
246;11.5
247;11.5
248;11.5
249;11.5
250;11.5
251;11.5
